Barometer (on Android device),Engine kW (At the wheels),Intake Manifold Pressure,Trip Time(whilst moving),Turbo Boost & Vacuum Gauge,accelerometertotal,accelerometerx,accelerometery,accelerometerz,airtemperatureintake,baropressure,coolanttemp,hpwheels,kff1296,kff1297,kff1298,maf,rpm,speedgps,speedobd,throttlepos,time,torque,tripdistance,tripkpl,triplp100km,tripmpg,voltageobdadapter
1004.710938,,52,0,-6.961811414,0,0.05,0.96,-0.33,36,100,30,,80.7600901,5.012375495,14.22753441,4.96,1105,,0,14.90196078,2024-06-22T08:39:08.650755043Z,,,14.34840919,6.969352975,33.74984519,14
1004.707397,,61,0,-5.656471774,0.01,0.02,0.98,-0.36,36,100,30,,80.7600901,5.012375495,14.22753441,5.66,1176.25,0,0,14.90196078,2024-06-22T08:39:11.589176989Z,,,14.34840919,6.969352975,33.74984519,14
1004.720703,0.07620789509,61,1.134,-5.656471774,0.02,0.04,1,-0.29,35,100,31,0.1021964707,0,0,100,5.53,952.5,0,0,14.90196078,2024-06-22T08:39:16.711512669Z,0.5490903979,0.0002095833333,1.077043925,92.84591459,2.533386472,13.89999962
1004.710754,0.06889329802,60,3.294,-5.801509512,0.01,0.04,0.98,-0.35,35,100,31,0.09238743442,0,0,100,5,998.5,0,1,14.90196078,2024-06-22T08:39:21.679843722Z,0.4859477272,0.00056125,0.7766708821,128.7535435,1.82685911,14
1004.688538,,58,4.265,-6.091584987,0.02,0.04,1,-0.27,35,100,32,,0,0,100,4.84,972,0,0,14.90196078,2024-06-22T08:39:27.013089048Z,,0.0006723611111,0.7391781118,135.2842118,1.738669878,13.89999962
1004.692627,0.05115612847,58,5.056,-6.091584987,0,0.05,0.97,-0.31,35,100,33,0.06860149826,0,0,100,5.22,963.25,0,0,14.90196078,2024-06-22T08:39:31.640856442Z,0.3649481579,0.0007826388889,0.7203423309,138.821674,1.694364988,13.89999962
1004.701538,,57,6.251,-6.236622725,0.04,0.07,1,-0.35,35,100,33,,0,0,100,4.84,972.75,0,0,14.90196078,2024-06-22T08:39:36.639790628Z,,0.00091625,0.7087256009,141.0971018,1.667040506,13.89999962
1004.703308,0.2627982759,52,11.211,-6.961811414,0.06,0,1.03,-0.31,35,100,34,0.3524182929,0,0,100,4.34,962.75,0,4,14.90196078,2024-06-22T08:39:41.889035913Z,1.945756504,0.003823472222,0.7960405196,125.6206509,1.87241972,14
1004.683716,0.6645401378,41,16.255,-8.55722653,0.06,0.03,1.03,-0.33,35,100,35,0.8911630038,11.53599658,0,88.46400342,4.12,1148.25,0,9,14.90196078,2024-06-22T08:39:46.671836225Z,3.853757181,0.01304138889,1.290820095,77.46945421,3.036223585,13.69999981
1004.69519,,50,21.233,-7.25188689,0.03,0.03,1.02,-0.22,35,100,37,,17.37183733,0,82.62816267,4.15,918,3.455999831,3,14.90196078,2024-06-22T08:39:51.681375508Z,,0.02157597222,1.693443859,59.05074898,3.983261653,14
1004.68689,,60,22.96,-5.801509512,0.06,0.06,1.03,-0.35,35,100,38,,15.3337075,0,84.6662925,4.61,931.25,0,1,14.90196078,2024-06-22T08:39:56.6696726Z,,0.02226125,1.646695029,60.72716955,3.873300629,13.89999962
1004.677734,1.533473536,52,27.963,-6.961811414,0.02,0,0.99,-0.33,34,100,39,2.056421884,15.85889249,0,84.14110751,6.38,1377,4.788000028,8,19.60784314,2024-06-22T08:40:01.681930708Z,8.035958136,0.02808291667,1.670375577,59.8662538,3.929001216,14.10000038
1004.687317,0.8619946551,36,32.874,-9.282415219,0.03,-0.09,0.99,-0.35,34,100,40,1.155953873,23.70339434,0,76.29660566,5.04,1618.75,12.49199977,13,17.64705882,2024-06-22T08:40:06.666364005Z,3.665551542,0.04144888889,1.993401009,50.16508358,4.688810767,14.10000038
1004.608459,1.009576554,56,37.901,-6.381660463,0.03,0.04,0.97,-0.45,34,100,41,1.35386446,30.35024176,0,69.64975824,10,2174.75,8.783999973,15,22.74509804,2024-06-22T08:40:11.704923234Z,3.471921944,0.05865666667,2.218348308,45.07819078,5.217924232,14.10000038
1004.674377,,36,42.931,-9.282415219,-0.04,-0.02,0.93,-0.28,34,100,42,,35.93483494,0,64.06516506,3.97,1216,17.24399941,18,14.90196078,2024-06-22T08:40:16.674200092Z,,0.08451375,2.952069295,33.87424829,6.943758043,14.10000038
1004.758972,,45,47.924,-7.977075579,0.01,0.06,0.99,-0.22,34,100,44,,40.65794525,0,59.34205475,3.71,955.5,12.77999949,11,14.90196078,2024-06-22T08:40:21.677628885Z,,0.1009288889,3.509409991,28.49456989,8.254716072,14
1004.747192,0.7210325181,47,52.879,-7.687000103,0,0.15,0.96,-0.32,34,100,44,0.9669205336,41.53630247,0,58.46369753,3.93,963.5,6.515999621,7,14.90196078,2024-06-22T08:40:26.694225972Z,5.261089503,0.1096044444,3.506429354,28.51879167,8.247705118,14
1004.700134,4.357298472,79,57.957,-3.045792494,0,-0.02,0.92,-0.45,34,100,46,5.843233499,45.35423552,0,54.64576448,14.98,2004.75,10.00799963,15,27.45098039,2024-06-22T08:40:31.703143011Z,12.76566653,0.1210770833,3.435001094,29.11181845,8.07969397,14.10000038
1004.493774,5.769864817,71,62.871,-4.206094396,0.05,0.13,0.92,-0.58,34,100,47,7.737516169,48.60232482,0,51.39767518,14.6,2283.75,27.10800004,28,26.2745098,2024-06-22T08:40:36.729376685Z,17.79416964,0.14702,3.513238565,28.46351775,8.263721515,14.10000038
1004.50061,2.169079767,58,67.913,-6.091584987,-0.04,0.11,0.93,-0.28,34,100,48,2.90878388,51.55674628,0,48.44325372,9.8,1765.5,31.57200081,33,18.43137255,2024-06-22T08:40:41.715427262Z,8.19248314,0.1829454167,3.702675538,27.00726197,8.709308788,14.10000038
1004.448303,2.323616391,59,72.838,-5.94654725,0.03,0.12,0.97,-0.41,34,100,49,3.116020906,54.13212435,0,45.86787565,9.07,1769.25,32.57999982,34,21.56862745,2024-06-22T08:40:47.358449842Z,8.908732606,0.2229068056,4.03881911,24.75949665,9.499974386,14.10000038
1004.495667,,42,77.961,-8.412188792,0.1,0.08,1.08,-0.3,34,100,51,,56.53570369,0,43.46429631,5.4,1633,31.53599999,32,20,2024-06-22T08:40:51.765484724Z,,0.2654402778,4.571612239,21.87393047,10.75319245,14.10000038
1004.365112,2.552078347,63,82.941,-5.366396298,-0.09,0.12,0.87,-0.25,34,100,53,3.422393436,58.64243793,0,41.35756207,9.73,1781,31.49999917,32,23.1372549,2024-06-22T08:40:56.743081771Z,11.14173893,0.3182892894,4.906588105,20.38058343,11.54111141,14.10000038
1004.281128,2.746026841,55,87.967,-6.526698201,0.01,0.03,0.95,-0.43,34,100,54,3.68248265,60.57122178,0,39.42877822,9.4,1619.5,30.77999987,31,21.96078431,2024-06-22T08:41:01.752805579Z,11.34833439,0.3530923785,5.241909576,19.07685106,12.32984329,14.10000038
1004.145935,,69,92.873,-4.496169872,0.22,-0.11,1.2,-0.24,34,100,56,,62.28799645,0,37.71200355,11.42,1902.75,31.42799752,33,24.31372549,2024-06-22T08:41:06.754046745Z,,0.4044140166,5.34874539,18.69581013,12.5811389,14.10000038
1004.249207,,42,97.933,-8.412188792,-0.01,0.08,0.89,-0.48,33,100,57,,63.90877819,0,36.09122181,5.35,1458.25,29.48399771,31,20,2024-06-22T08:41:11.78863904Z,,0.4316978797,5.808076579,17.21725375,13.66156226,14.10000038
1004.190308,,39,102.871,-8.847302006,0.01,0.02,0.99,-0.29,33,100,59,,65.36157101,0,34.63842899,7.45,1554.5,27.287999,27,17.25490196,2024-06-22T08:41:16.769879787Z,,0.480842575,6.109433171,16.3679879,14.37040309,14.10000038
1004.276794,,37,107.879,-9.137377481,0,0.06,0.98,-0.25,34,100,60,,66.72018546,0,33.27981454,3.34,1185,18.8999995,19,14.90196078,2024-06-22T08:41:21.768084244Z,,0.5217048663,6.501698612,15.38046197,15.29307666,14
1004.298828,,47,112.937,-7.687000103,0,0.06,0.98,-0.27,34,100,61,,67.4684908,0,32.5315092,3.27,847,4.10399984,4,14.90196078,2024-06-22T08:41:26.783424716Z,,0.5274037552,6.639786427,15.06059409,15.61788217,13.89999962
1004.285461,,50,114.243,-7.25188689,0.01,0.01,0.97,-0.36,34,100,62,,65.03445722,0,34.96554278,3.23,814.75,0,0,14.90196078,2024-06-22T08:41:31.778491711Z,,0.5280429219,6.607260766,15.1347331,15.54137641,13.80000019
1004.282898,,49,114.243,-7.396924628,0,0.04,0.97,-0.34,34,100,63,,62.82056678,0,37.17943322,3.01,796.5,0,0,14.90196078,2024-06-22T08:41:36.769288783Z,,0.5280429219,6.596417498,15.15961175,15.51587124,13.89999962
1004.280579,,48,114.243,-7.541962365,0.01,0.03,0.98,-0.33,34,100,64,,61.74002964,0,38.25997036,2.98,791.5,0,0,14.90196078,2024-06-22T08:41:39.188567417Z,,0.5280429219,6.590094864,15.17415611,15.50099935,13.89999962
1004.255554,,64,115.151,-5.221358561,0,-0.02,0.93,-0.46,34,100,64,,59.69073883,0,40.30926117,7.81,1383.75,5.688000004,3,23.1372549,2024-06-22T08:41:43.188575674Z,,0.5280429219,6.542960565,15.28346797,15.39013164,14.10000038
1004.257751,1.077702338,40,120.187,-8.702264268,0.04,0.05,1.03,-0.24,34,100,65,1.44522264,60.7708727,0,39.2291273,2.95,905.75,5.688000004,9,14.90196078,2024-06-22T08:41:48.187296536Z,7.189494963,0.5639826276,6.55715344,15.2503871,15.42351564,14
1004.253113,,47,123.55,-7.687000103,0,0.03,0.97,-0.34,34,100,66,,60.15271564,0,39.84728436,3.11,800.25,0,0,14.90196078,2024-06-22T08:41:53.190605599Z,,0.5673734609,6.522652104,15.33105348,15.34236276,13.89999962
1004.24408,,48,123.55,-7.541962365,0.01,0.03,0.98,-0.34,34,100,66,,58.32853655,0,41.67146345,2.86,774,0,0,14.90196078,2024-06-22T08:41:58.202098153Z,,0.5673734609,6.513357264,15.35293155,15.32049975,13.80000019
1004.249268,,47,123.55,-7.687000103,0,0.03,0.97,-0.35,34,100,67,,56.61506975,0,43.38493025,2.83,768.25,0,0,14.90196078,2024-06-22T08:42:03.196820616Z,,0.5673734609,6.50434537,15.37420333,15.29930228,13.89999962
1004.244446,,47,123.55,-7.687000103,0,0.03,0.97,-0.35,34,100,68,,54.99625802,0,45.00374198,2.8,750.75,0,0,14.90196078,2024-06-22T08:42:08.201196493Z,,0.5673734609,6.497328536,15.3908068,15.28279752,14
1004.262024,,46,123.55,-7.832037841,0,0.03,0.97,-0.34,34,100,68,,53.46091477,0,46.53908523,2.7,750,0,0,14.90196078,2024-06-22T08:42:13.189015325Z,,0.5673734609,6.488785643,15.41106977,15.26270321,13.89999962
1004.259216,,46,123.55,-7.832037841,0,0.03,0.97,-0.34,34,100,69,,52.00896837,0,47.99103163,2.67,745.75,0,0,14.90196078,2024-06-22T08:42:18.207666189Z,,0.5673734609,6.478850463,15.43470231,15.23933402,14
1004.245911,,47,123.55,-7.687000103,0.01,0.02,0.97,-0.35,34,100,69,,50.65698424,0,49.34301576,2.59,736.5,0,0,14.90196078,2024-06-22T08:42:23.200514871Z,,0.5673734609,6.472408434,15.45006457,15.22418129,13.80000019
1004.250122,,45,123.55,-7.977075579,0,0.03,0.97,-0.35,34,100,70,,49.35604274,0,50.64395726,2.7,735.75,0,0,14.90196078,2024-06-22T08:42:28.20955858Z,,0.5673734609,6.463002434,15.47254999,15.20205681,13.80000019
1004.244507,,46,123.55,-7.832037841,0.01,0.03,0.97,-0.34,34,100,70,,48.11856443,0,51.88143557,2.62,737.5,0,0,14.90196078,2024-06-22T08:42:33.196625625Z,,0.5673734609,6.45388827,15.49440028,15.18061878,13.89999962
1004.241821,,46,123.55,-7.832037841,0.01,0.02,0.98,-0.34,34,100,71,,46.94803168,0,53.05196832,2.59,738.5,0,0,14.90196078,2024-06-22T08:42:38.209131175Z,,0.5673734609,6.446503618,15.51214956,15.16324885,13.80000019
1004.23877,,46,123.55,-7.832037841,0,0.03,0.97,-0.35,34,100,71,,45.82240522,0,54.17759478,2.7,728.5,0,0,14.90196078,2024-06-22T08:42:43.328515816Z,,0.5673734609,6.439300504,15.52950172,15.14630593,13.89999962
1004.23761,,47,123.55,-7.687000103,0.01,0.03,0.98,-0.34,34,100,71,,44.76010248,0,55.23989752,2.73,730.25,0,0,14.90196078,2024-06-22T08:42:48.220030434Z,,0.5673734609,6.432270405,15.54647456,15.12976997,13.80000019
1004.245361,,47,123.55,-7.687000103,0.01,0.02,0.98,-0.34,34,100,71,,43.73858442,0,56.26141558,2.67,729.5,0,0,14.90196078,2024-06-22T08:42:53.252931349Z,,0.5673734609,6.42540538,15.56308471,15.11362229,13.80000019
1004.259521,,47,123.55,-7.687000103,0,0.03,0.97,-0.35,34,100,72,,42.76949187,0,57.23050813,2.73,720.75,0,0,14.90196078,2024-06-22T08:42:58.24639736Z,,0.5673734609,6.418698019,15.5793477,15.09784546,13.89999962
1004.245728,,46,123.55,-7.832037841,0,0.04,0.96,-0.35,34,100,72,,41.84641333,0,58.15358667,2.57,725.75,0,0,14.90196078,2024-06-22T08:43:03.234066858Z,,0.5673734609,6.412141396,15.59527809,15.08242319,13.89999962
1004.259155,0.08937508932,56,123.775,-6.381660463,0,0,0.93,-0.45,34,100,73,0.119853969,40.95710961,0,59.04289039,6.48,1203.5,3.131999934,1,14.90196078,2024-06-22T08:43:08.259457128Z,0.5230353511,0.5673734609,6.404463324,15.61397469,15.06436309,14
1004.220886,1.894800666,39,128.778,-8.847302006,-0.01,0.06,0.96,-0.3,34,100,73,2.540969547,41.62445218,0,58.37554782,2.76,848.75,5.867999827,7,14.90196078,2024-06-22T08:43:13.250789805Z,13.7154903,0.5778563776,6.389593746,15.65031084,15.02938737,13.60000038
1004.218872,0.2411265431,58,133.796,-6.091584987,0.03,0.05,0.96,-0.45,34,100,73,0.3233560205,41.33688618,0,58.66311382,6.63,1161.25,3.311999972,3,19.60784314,2024-06-22T08:43:18.263535709Z,2.180758677,0.6042138863,6.333779952,15.78822267,14.89810404,14
1004.160583,3.222613538,76,138.777,-3.480905707,-0.07,0.07,0.87,-0.4,34,100,74,4.321595938,41.91998976,0,58.08001024,12.89,1889,19.15200011,16,25.88235294,2024-06-22T08:43:23.27912844Z,10.12130295,0.6157955529,6.272927439,15.94138131,14.75496881,14.10000038
1004.060913,4.672897194,65,143.8,-5.076320823,0.02,0.02,0.98,-0.39,34,100,75,6.266458355,43.06375605,0,56.93624395,11.64,2155.75,27.61199954,27,25.09803922,2024-06-22T08:43:28.277580059Z,15.26681632,0.6456170807,6.254063879,15.98946384,14.71059858,14.10000038
1003.969971,1.699921378,69,148.778,-4.496169872,-0.02,0.04,0.93,-0.36,34,100,75,2.279632117,44.15368168,0,55.84631832,10.34,1838.25,32.3279975,32,23.92156863,2024-06-22T08:43:33.265746714Z,6.548682006,0.6996943832,6.283171473,15.91539061,14.77906448,14.10000038
1003.932739,5.115612847,65,153.776,-5.076320823,0.1,0.09,1.07,-0.32,34,100,76,6.860149826,45.20679741,0,54.79320259,9.94,1775.25,34.63199867,35,23.52941176,2024-06-22T08:43:38.302872507Z,19.95265507,0.7370586486,6.365689947,15.70907931,14.97316166,14.10000038
1003.833435,3.154627923,68,158.78,-4.641207609,-0.05,-0.01,0.89,-0.4,34,100,77,4.230425726,46.22212512,0,53.77787488,9.46,1943.25,37.11600053,37,24.31372549,2024-06-22T08:43:43.300957185Z,11.32570201,0.7964351154,6.421180141,15.57332547,15.10368382,14
1003.78363,2.803657693,66,163.775,-4.931283085,0.02,0,0.98,-0.36,34,100,78,3.759766896,47.19878127,0,52.80121873,10.47,2011.75,38.33999761,38,24.31372549,2024-06-22T08:43:48.299985091Z,9.830141003,0.8375992275,6.493150917,15.40070907,15.27297106,14.10000038
1003.734436,3.027349517,47,168.781,-7.687000103,0.01,0.09,0.98,-0.32,34,100,79,4.059742573,48.1426332,0,51.8573668,7.39,1933.25,39.5279973,40,22.74509804,2024-06-22T08:43:53.295443783Z,10.22749394,0.9028418269,6.556568225,15.25174829,15.42213912,14
1003.726379,,44,173.772,-8.122113317,-0.24,-0.11,0.72,0.1,34,100,80,,49.0506529,0,50.9493471,5.85,1828.5,37.58399749,40,23.1372549,2024-06-22T08:43:58.295568059Z,,0.9462305789,6.684751843,14.95928803,15.72364831,14
1003.8125,2.955868876,59,178.777,-5.94654725,0.14,0.07,1.11,-0.34,34,100,81,3.963885454,49.92983799,0,50.07016201,9.14,1971.75,39.2040002,40,23.1372549,2024-06-22T08:44:03.291874135Z,11.25010884,1.01171095,6.778937192,14.75144634,15.94518792,14
1003.777466,,48,183.776,-7.541962365,0.07,0,1.04,-0.32,34,100,82,,50.77819429,0,49.22180571,6.52,1744.5,36.14399891,37,20.78431373,2024-06-22T08:44:08.292929331Z,,1.054023759,7.076566011,14.13102458,16.64526041,14
1003.783203,,45,188.774,-7.977075579,-0.16,0.22,0.76,-0.35,34,100,82,,51.59812025,0,48.40187975,3.61,1686.25,35.24399893,35,17.25490196,2024-06-22T08:44:13.312484696Z,,1.111951778,7.249360845,13.79419929,17.0517026,14
1003.815674,,29,193.776,-10.29767938,0.09,0.08,1.06,-0.35,34,100,83,,52.39180178,0,47.60819822,2.54,1198.75,30.02399975,31,14.90196078,2024-06-22T08:44:18.948516228Z,,1.149875484,7.580956301,13.19083296,17.83167028,14
1003.934814,,32,198.781,-9.86256617,0.02,0.02,1.01,-0.23,34,100,83,,53.16032731,0,46.83967269,2.57,1002.5,23.00399891,26,14.90196078,2024-06-22T08:44:23.318527733Z,,1.189387035,7.87811799,12.69327628,18.530644,14
1004.007874,,43,203.781,-8.267151054,0.01,0.1,1,-0.21,34,100,83,,53.90370326,0,46.09629674,2.22,772,3.311999972,9,14.90196078,2024-06-22T08:44:28.303023545Z,,1.20681155,8.065614269,12.39820365,18.97166644,13.80000019
1003.974121,,45,205.1,-7.977075579,0.01,0.05,0.98,-0.32,34,100,84,,53.0973479,0,46.9026521,2.4,708.5,0,0,14.90196078,2024-06-22T08:44:33.32064172Z,,1.208743216,8.057747794,12.41030755,18.95316318,13.89999962
1003.988159,,47,205.1,-7.687000103,0,0.04,0.97,-0.32,34,100,84,,52.28155131,0,47.71844869,2.32,688.5,0,0,14.90196078,2024-06-22T08:44:38.332655834Z,,1.208743216,8.053062321,12.41752817,18.94214217,13.89999962
1003.969727,3.994749755,65,206.491,-5.076320823,-0.01,0.06,0.91,-0.44,34,100,84,5.357047661,51.52633365,0,48.47366635,10.07,1733.5,10.15199949,8,24.31372549,2024-06-22T08:44:43.34071981Z,16.23029381,1.210306689,8.026326196,12.45889163,18.87925435,14.10000038
1003.931946,2.423889857,60,211.461,-5.801509512,-0.09,0.1,0.89,-0.22,34,100,84,3.250489839,52.24539013,0,47.75460987,9.94,1878,22.21199969,20,22.35294118,2024-06-22T08:44:48.390674354Z,9.735712937,1.250185568,7.962798849,12.55828888,18.72982747,14
1003.926086,4.253638378,52,216.486,-6.961811414,0,0.04,0.95,-0.37,34,100,84,5.704223022,52.95103612,0,47.04896388,8.62,2141.25,28.4759987,28,23.1372549,2024-06-22T08:44:53.387111342Z,13.99279744,1.263004457,7.956837783,12.56769724,18.71580605,14.10000038
1004.029114,1.862327443,46,221.464,-7.832037841,-0.04,0.03,0.93,-0.27,34,100,84,2.497422237,53.6298164,0,46.3701836,4.3,1527.75,32.0759986,32,14.90196078,2024-06-22T08:44:58.339706912Z,8.585476413,1.31664618,8.02094355,12.46725246,18.86659348,14.10000038
1004.044067,1.963527476,28,226.49,-10.44271712,-0.18,0.04,0.77,-0.34,34,100,84,2.633133717,54.29555719,0,45.70444281,2.46,1178,29.26799964,31,14.90196078,2024-06-22T08:45:03.571891749Z,11.28455184,1.351045094,8.316276324,12.02450765,19.56126529,13.69999981
1004.140808,,31,231.475,-10.00760391,-0.08,0.15,0.87,-0.31,34,100,84,,54.93724934,0,45.06275066,2.59,1184,23.79599985,25,14.90196078,2024-06-22T08:45:08.332297231Z,,1.387528562,8.582109147,11.65204573,20.18654831,14
1004.209045,,36,236.507,-9.282415219,0.1,0.03,1.09,-0.19,34,100,84,,55.56697252,0,44.43302748,2.4,873.25,14.00400001,17,14.90196078,2024-06-22T08:45:13.331540022Z,,1.406962913,8.751872682,11.42602639,20.58586038,13.89999962
1004.250732,,46,241.496,-7.832037841,0,0.09,0.98,-0.32,34,100,84,,55.73974805,0,44.26025195,2.57,721.75,0,1,14.90196078,2024-06-22T08:45:18.35428252Z,,1.430124438,8.777253677,11.392986,20.6455607,13.89999962
1004.234009,,45,242.11,-7.977075579,0,0.07,0.97,-0.31,34,100,85,,54.99052833,0,45.00947167,2.4,705.75,0,0,14.90196078,2024-06-22T08:45:23.355719272Z,,1.430124438,8.750711601,11.42754244,20.58312932,14
1004.243469,,44,242.11,-8.122113317,0.01,0.07,0.98,-0.31,34,100,85,,54.25771033,0,45.74228967,2.49,689.25,0,0,14.90196078,2024-06-22T08:45:28.370486705Z,,1.430124438,8.746273519,11.43334107,20.57269022,13.80000019
1004.227112,0.4087973181,68,244.363,-4.641207609,-0.03,0.12,0.93,-0.32,34,100,85,0.5482062334,53.63925092,0,46.36074908,10.07,1826.25,12.02399937,9,24.31372549,2024-06-22T08:45:33.372842464Z,1.775626974,1.431519993,8.70019934,11.49388932,20.46431608,14.10000038
1004.080994,2.577129812,60,249.37,-5.801509512,-0.16,0.16,0.77,-0.36,34,100,85,3.455988004,54.24211259,0,45.75788741,8.75,1872.5,22.24799879,21,22.74509804,2024-06-22T08:45:38.363411876Z,9.899563129,1.472893938,8.659384702,11.54806394,20.36831327,14
1004.122131,6.362998065,58,254.371,-6.091584987,0.02,0.09,0.98,-0.36,34,100,85,8.532920957,54.8288018,0,45.1711982,10.61,2314.75,30.34800029,29,24.31372549,2024-06-22T08:45:43.361511224Z,20.0963681,1.510333555,8.645106973,11.56713602,20.33472967,14.10000038
1004.133057,2.189689688,62,259.371,-5.511434036,-0.03,0.1,0.94,-0.27,34,100,85,2.93642224,55.40052399,0,44.59947601,9.33,1905.25,35.71199933,35,23.52941176,2024-06-22T08:45:48.35281671Z,8.094522821,1.547054789,8.685955696,11.51273754,20.43081266,14.10000038
1004.26001,2.77507039,55,264.408,-6.526698201,0.01,0.04,1,-0.26,34,100,85,3.721430692,55.96202778,0,44.03797222,7.06,1967.75,40.67999961,41,21.96078431,2024-06-22T08:45:53.377839315Z,9.93264083,1.610702517,8.72156884,11.4657271,20.5145807,14.10000038
1004.242981,,27,269.387,-10.58775486,-0.01,0.12,0.94,-0.34,34,100,85,,56.50334147,0,43.49665853,2.54,1313.5,37.36799942,39,14.90196078,2024-06-22T08:45:58.391871152Z,,1.653994822,8.897468572,11.23905383,20.92832613,14
1004.288818,,30,274.4,-10.15264165,0,0.04,0.98,-0.2,34,100,85,,57.03507172,0,42.96492828,2.54,1063,25.77599877,28,14.90196078,2024-06-22T08:46:03.373430537Z,,1.694043701,9.174681522,10.89946588,21.5803771,14
1004.407104,,38,279.419,-8.992339743,-0.02,0.07,0.96,-0.21,34,100,85,,57.55457211,0,42.44542789,2.38,837,7.235999774,12,14.90196078,2024-06-22T08:46:08.3912532Z,,1.735920222,9.348502696,10.69680691,21.98923342,13.89999962
1004.428894,,44,282.796,-8.122113317,0.01,0.04,0.98,-0.34,34,100,85,,57.20468401,0,42.79531599,2.54,717.5,0,0,14.90196078,2024-06-22T08:46:13.393540946Z,,1.735920222,9.327525572,10.72086348,21.93989173,13.89999962
1004.426331,,46,282.796,-7.832037841,0,0.04,0.96,-0.35,34,100,85,,56.53578394,0,43.46421606,2.3,699.25,0,0,14.90196078,2024-06-22T08:46:18.42880973Z,,1.735920222,9.322264048,10.72691438,21.92751575,13.89999962
1004.419922,,46,282.796,-7.832037841,0.01,0.03,0.97,-0.35,34,100,85,,55.87675852,0,44.12324148,2.32,687.5,0,0,14.90196078,2024-06-22T08:46:23.389588381Z,,1.735920222,9.317067055,10.73289777,21.91529156,13.89999962
1004.382813,5.150536121,72,285.144,-4.061056658,0.02,0.07,0.96,-0.46,34,100,86,6.906982708,55.48677611,0,44.51322389,11.05,1949.75,12.95999931,11,25.09803922,2024-06-22T08:46:28.398426281Z,18.60519204,1.739338278,9.276503392,10.77982986,21.81987908,14
1004.129822,6.844514528,79,290.14,-3.045792494,0.04,-0.08,1.01,-0.35,35,100,86,9.17864517,55.99215529,0,44.00784471,17.3,2376.25,27.43199886,26,29.01960784,2024-06-22T08:46:33.413147611Z,20.91150393,1.764781889,9.217892451,10.8483722,21.6820164,14.10000038
1003.897217,4.772130754,74,295.17,-3.770981183,0.1,-0.07,1.06,-0.37,35,100,86,6.399532751,56.48951181,0,43.51048819,15.36,2249,37.36799942,36,29.41176471,2024-06-22T08:46:38.408112871Z,14.77865055,1.813749281,9.15927665,10.91779756,21.54414228,14.10000038
1003.973511,5.554200869,41,300.139,-8.55722653,0.02,0.12,0.98,-0.31,34,100,86,7.448306051,56.96992052,0,43.03007948,6.63,1886.75,39.85199785,41,23.1372549,2024-06-22T08:46:43.386616183Z,18.17985518,1.879657482,9.208897213,10.85896888,21.6608581,14.10000038
1003.8797,,25,305.138,-10.87783033,0.03,0.02,1.03,-0.14,34,100,86,,57.44264241,0,42.55735759,2.43,1427,36.89999902,38,14.90196078,2024-06-22T08:46:48.412641332Z,,1.923089239,9.341166185,10.70520814,21.97197672,13.89999962
1004.275024,,30,310.132,-10.15264165,-0.02,0.15,0.94,-0.26,34,100,86,,57.90463314,0,42.09536686,2.51,1068.5,25.41599912,28,14.90196078,2024-06-22T08:46:53.394433119Z,,1.961819219,9.602804722,10.41353346,22.58739409,14
1004.450684,,39,315.175,-8.847302006,0.02,0.1,1.01,-0.17,34,100,86,,58.36108859,0,41.63891141,2.32,800.75,5.255999998,9,14.90196078,2024-06-22T08:46:58.411687068Z,,1.986519894,9.759724308,10.24610174,22.95649506,13.80000019
1004.471802,,44,317.302,-8.122113317,0.01,0.05,0.98,-0.33,34,100,86,,57.9374653,0,42.0625347,2.46,715.5,0,0,14.90196078,2024-06-22T08:47:03.437988123Z,,2.004426209,9.735446475,10.27165303,22.89938956,13.80000019
1004.442871,,44,317.302,-8.122113317,0,0.06,0.97,-0.33,34,100,87,,57.32825584,0,42.67174416,2.43,695.5,0,0,14.90196078,2024-06-22T08:47:08.40155331Z,,2.004426209,9.730536483,10.27683606,22.88784044,13.80000019
1004.446533,,46,317.302,-7.832037841,0,0.04,0.98,-0.33,35,100,87,,56.7310156,0,43.2689844,2.24,684.5,0,0,14.90196078,2024-06-22T08:47:13.434581585Z,,2.004426209,9.725680398,10.28196734,22.87641812,13.89999962
1004.464355,0.06016412771,58,317.323,-6.091584987,-0.01,0,0.91,-0.45,35,100,87,0.08068142421,56.14354454,0,43.85645546,6.33,1317.5,3.635999869,1,20.78431373,2024-06-22T08:47:18.42245192Z,0.3216234079,2.004426209,9.719922647,10.28805803,22.86287493,14.10000038
1004.405151,5.892925539,69,322.358,-4.496169872,0.19,-0.02,1.18,-0.27,35,100,87,7.902543316,56.29273389,0,43.70726611,10.83,1946.75,22.64399926,20,25.09803922,2024-06-22T08:47:23.421389758Z,21.34438544,2.017995514,9.664583885,10.34696676,22.73270896,14
1004.360779,3.160900746,51,327.301,-7.106849152,-0.04,0.07,0.9,-0.4,36,100,87,4.238837721,56.7291532,0,43.2708468,8.36,2208.75,29.8799999,29,23.52941176,2024-06-22T08:47:28.440207638Z,10.07917406,2.075295228,9.634724217,10.37903379,22.66247405,14
1004.293945,,74,332.355,-3.770981183,0.01,0.05,0.97,-0.39,36,100,87,,57.16645271,0,42.83354729,13.14,1937,26.8199986,28,27.05882353,2024-06-22T08:47:33.432345296Z,,2.11196806,9.699240005,10.30999627,22.81422591,14.10000038
